Epoch	AUC	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
1	0.492077	0.059986	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
0	0.49207657909446617	0.059986348946276226	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
2	0.504798	0.060498	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
1	0.5047978386435625	0.06049777503612072	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
3	0.513273	0.060701	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
2	0.5132732438978946	0.06070136211799871	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
4	0.510870	0.065013	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
5	0.518202	0.060930	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
4	0.5182015092230295	0.0609295913612748	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
6	0.515700	0.060954	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
7	0.549530	0.075607	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
6	0.5495295323271847	0.0756065931390637	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
8	0.552369	0.073878	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
7	0.5523686416992734	0.07387786811948888	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
9	0.557989	0.075364	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
8	0.5579886342463201	0.075364418548262	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
10	0.556023	0.076569	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
11	0.557700	0.086286	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
12	0.565535	0.091805	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
11	0.5655347493944476	0.0918050172563139	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
13	0.596912	0.104888	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
12	0.5969116825041924	0.10488750296857377	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
14	0.600522	0.128903	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
13	0.6005217067262902	0.1289032754568889	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
15	0.621672	0.138261	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
14	0.6216717905720142	0.13826133634031884	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
16	0.642985	0.146744	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
15	0.6429849077697039	0.14674436646959377	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
17	0.649408	0.155133	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
16	0.649408421837153	0.1551326832880186	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
18	0.655073	0.158046	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
17	0.655072666294019	0.15804568448259676	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
19	0.657644	0.162077	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
18	0.6576439351593069	0.16207684544411355	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
20	0.661780	0.167949	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
19	0.6617803242034656	0.16794921179651034	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
21	0.665458	0.163675	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
20	0.6654578908142352	0.16367501080047664	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
22	0.674842	0.170649	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
21	0.6748416247438047	0.1706485057300367	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
23	0.683459	0.179570	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
22	0.6834591019191355	0.17957034731452043	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
24	0.686533	0.185705	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
23	0.6865334451276318	0.1857054231474137	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
25	0.694061	0.184241	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
24	0.6940609278926775	0.18424110557183543	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
26	0.699446	0.179475	0.937140	0.500000	0.000000	0.000000	0.000000	0.000000
25	0.6994456866033165	0.17947494247482773	0.9371398638030383	0.5	0.0	0.0	0.0	0.0
27	0.701970	0.180629	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
26	0.7019703745108999	0.18062905593179696	0.9376636982713462	0.5041666666666667	1.0	0.008333333333333333	0.015506026028281883	0.008333333333333333
28	0.704942	0.185870	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
27	0.7049422396124465	0.1858698065256802	0.9376636982713462	0.5041666666666667	1.0	0.008333333333333333	0.015506026028281883	0.008333333333333333
29	0.703032	0.172457	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
30	0.714631	0.191629	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
29	0.7146310788149804	0.19162939462433892	0.9376636982713462	0.5041666666666667	1.0	0.008333333333333333	0.015506026028281883	0.008333333333333333
31	0.718665	0.192976	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
30	0.7186649897521893	0.19297622176694335	0.9376636982713462	0.5041666666666667	1.0	0.008333333333333333	0.015506026028281883	0.008333333333333333
32	0.719289	0.190162	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
31	0.7192891745854295	0.190161739355246	0.9376636982713462	0.5041666666666667	1.0	0.008333333333333333	0.015506026028281883	0.008333333333333333
33	0.724045	0.196221	0.937664	0.504167	1.000000	0.008333	0.015506	0.008333
32	0.7240450903670579	0.19622097000966388	0.9376636982713462	0.5041666666666667	1.0	0.008333333333333333	0.015506026028281883	0.008333333333333333
34	0.729071	0.194298	0.937664	0.508054	0.666667	0.016667	0.029545	0.016667
33	0.7290711757033724	0.19429837273263234	0.9376636982713462	0.5080538475871064	0.6666666666666666	0.016666666666666666	0.02954457103555519	0.016666666666666666
35	0.732355	0.194232	0.938188	0.508333	1.000000	0.016667	0.030789	0.016667
34	0.7323551332215389	0.1942315555659789	0.9381875327396543	0.5083333333333333	1.0	0.016666666666666666	0.030789353664518293	0.016666666666666666
36	0.728768	0.201104	0.938711	0.512500	1.000000	0.025000	0.045855	0.025000
37	0.736678	0.201214	0.938188	0.512221	0.750000	0.025000	0.044512	0.025000
36	0.7366778460965158	0.20121384810986592	0.9381875327396543	0.512220514253773	0.75	0.025	0.04451212270313387	0.025
38	0.746199	0.210107	0.938188	0.512221	0.750000	0.025000	0.044512	0.025000
37	0.7461989938513136	0.21010672600115737	0.9381875327396543	0.512220514253773	0.75	0.025	0.04451212270313387	0.025
39	0.748817	0.211551	0.938188	0.519995	0.625000	0.041667	0.070824	0.041667
38	0.748816843674306	0.21155117316655406	0.9381875327396543	0.5199948760946526	0.625	0.041666666666666664	0.07082398363252373	0.041666666666666664
40	0.754062	0.217865	0.938188	0.523882	0.600000	0.050000	0.083444	0.050000
39	0.7540618595118316	0.21786494436991666	0.9381875327396543	0.5238820570150923	0.6	0.05	0.08344387028522604	0.05
41	0.755054	0.212115	0.938711	0.524162	0.666667	0.050000	0.084998	0.050000
40	0.7550540339109371	0.2121149571996809	0.9387113672079623	0.5241615427613192	0.6666666666666666	0.05	0.08499760345103058	0.05
42	0.755208	0.216956	0.938188	0.523882	0.600000	0.050000	0.083444	0.050000
41	0.7552077510713621	0.21695581110274031	0.9381875327396543	0.5238820570150923	0.6	0.05	0.08344387028522604	0.05
43	0.760406	0.221358	0.937140	0.523323	0.500000	0.050000	0.080399	0.050000
42	0.7604061859511831	0.22135799905520395	0.9371398638030383	0.5233230855226383	0.5	0.05	0.08039886314369682	0.05
44	0.760835	0.222140	0.937140	0.523323	0.500000	0.050000	0.080399	0.050000
43	0.7608347307620644	0.22213970610808986	0.9371398638030383	0.5233230855226383	0.5	0.05	0.08039886314369682	0.05
45	0.760695	0.223462	0.937140	0.531097	0.500000	0.066667	0.104401	0.066667
46	0.765269	0.225564	0.937664	0.531377	0.533333	0.066667	0.106031	0.066667
45	0.7652692379355319	0.22556415007428804	0.9376636982713462	0.5313769331097448	0.5333333333333333	0.06666666666666667	0.10603073411644326	0.06666666666666667
47	0.766667	0.224059	0.936616	0.526931	0.466667	0.058333	0.091006	0.058333
46	0.7666666666666667	0.2240585856054829	0.9366160293347302	0.5269307806968511	0.4666666666666667	0.058333333333333334	0.09100604057218187	0.058333333333333334
48	0.769480	0.218765	0.935568	0.530259	0.421053	0.066667	0.099635	0.066667
47	0.769480156512018	0.21876491366079126	0.9355683603981142	0.530258990124837	0.42105263157894735	0.06666666666666667	0.09963534017661657	0.06666666666666667
49	0.768837	0.219242	0.935045	0.537754	0.416667	0.083333	0.120460	0.083333
50	0.767831	0.227244	0.936616	0.538592	0.476190	0.083333	0.125469	0.083333
51	0.772205	0.225115	0.935568	0.549695	0.448276	0.108333	0.153791	0.108333
50	0.7722051425377305	0.2251154266657188	0.9355683603981142	0.5496948947270356	0.4482758620689655	0.10833333333333334	0.15379070999455824	0.10833333333333334
52	0.773072	0.214097	0.932425	0.536356	0.344828	0.083333	0.112512	0.083333
51	0.7730715483510341	0.2140970373999704	0.9324253535882661	0.5363564374883547	0.3448275862068966	0.08333333333333333	0.11251220804307327	0.08333333333333333
53	0.775056	0.219728	0.936092	0.534426	0.450000	0.075000	0.112634	0.075000
52	0.7750558971492455	0.21972781127717775	0.9360921948664223	0.5344256567915037	0.45	0.075	0.11263430617998937	0.075
54	0.776873	0.228530	0.935045	0.541641	0.423077	0.091667	0.131235	0.091667
53	0.7768725544997206	0.22853008802178815	0.9350445259298061	0.5416410471399292	0.4230769230769231	0.09166666666666666	0.13123453980930289	0.09166666666666666
55	0.775801	0.226942	0.935568	0.541921	0.440000	0.091667	0.132930	0.091667
56	0.779164	0.232143	0.935045	0.537754	0.416667	0.083333	0.120460	0.083333
55	0.7791643376187813	0.23214322088085437	0.9350445259298061	0.5377538662194895	0.4166666666666667	0.08333333333333333	0.12045954461684794	0.08333333333333333
57	0.779379	0.231790	0.933473	0.544690	0.387097	0.100000	0.136657	0.100000
56	0.7793786100242222	0.23179018581553804	0.9334730225248822	0.5446897708216881	0.3870967741935484	0.1	0.13665741990392388	0.1
58	0.778657	0.221340	0.932949	0.540523	0.366667	0.091667	0.124657	0.091667
59	0.779980	0.229071	0.934521	0.549136	0.419355	0.108333	0.150253	0.108333
58	0.7799795043786101	0.22907131542230708	0.9345206914614982	0.5491359232345817	0.41935483870967744	0.10833333333333334	0.1502533660471691	0.10833333333333334
60	0.782723	0.226834	0.933473	0.544690	0.387097	0.100000	0.136657	0.100000
